CSC,minH (sim),H (sim),mean R (sim),std R (sim),minH (norm),H (norm),mean R (norm),std R (norm)
137.0,0.9996826419991048,0.9999999650867798,137.01641,1.226662427850466,0.9972345622067619,0.9999977050656826,136.9999999999993,1.1474026041455456
138.0,0.9954482716199589,0.9999927969002118,138.01796,1.23729440247663,0.9976044741478561,0.9999984750572506,138.00000000000009,1.1599883033893066
139.0,0.9985003768264301,0.9999992197903813,139.0289,1.2431591973677385,0.9979296804341207,0.9999991132351111,139.00000000000102,1.1726196860022566
140.0,0.9939821033890078,0.9999873962908808,140.02295,1.2588738211194956,0.9982150368556071,0.9999996617924962,140.00000000000097,1.185296587356949
141.0,0.9978087684522603,0.9999983333980471,141.02012,1.2699744822633248,0.9984649749115204,1.0000001559332867,141.00000000000125,1.1980188445930382
142.0,0.9968871393921616,0.9999966344783917,142.01438,1.2838665100391085,0.9986756312473153,0.9999994090975582,141.99999999999895,1.2107862965858045
143.0,0.9958797812913414,0.9999940996577781,143.01961,1.2905756265713375,0.9988644900681041,0.9999995766947273,142.99999999999952,1.223598783915702
144.0,0.9995095670549747,0.9999999166122251,144.02351,1.3063832821572696,0.9990285340516836,0.9999997050487597,143.99999999999892,1.2364561488382702
145.0,0.991168936155823,0.9999728053161454,145.01955,1.3204649929096945,0.9991706981842743,0.999999804910839,145.0000000000009,1.2493582352552166
146.0,0.9985003768264301,0.9999992197903812,146.01876,1.3343043364989862,0.999293617906358,0.9999998276076077,145.99999999999915,1.2623048886857613
147.0,0.9965416802275889,0.9999958450342936,147.0208,1.3408084725269303,0.9993996531031049,0.9999999513737363,147.00000000000102,1.2752959562391917
148.0,0.9972038829780807,0.9999972851347692,148.02147,1.3538570970010093,0.9994909110639474,1.0000000102666018,147.99999999999937,1.288331286587413
149.0,0.9984427301302846,0.9999991586200887,149.01812,1.3680393508960185,0.9995692683299868,1.0000000660691624,149.00000000000017,1.3014107299388635
150.0,0.9860161416756114,0.999931566409924,150.01657,1.3785845766945166,0.9996363913712251,1.000000122815761,149.99999999999866,1.314534138012381
151.0,0.9903948427537597,0.9999678115030133,151.01334,1.3979706879616614,0.9996937560566379,0.999999971062187,150.9999999999989,1.3277013640122395
152.0,0.998961633337717,0.9999996260534131,152.02354,1.4074821023373618,0.9997426658987096,1.0000002537033335,152.00000000000017,1.340912262603339
153.0,0.9959660987155102,0.99999434462805,153.0194,1.4172168641390066,0.9997842690704262,0.9999999906190256,153.00000000000105,1.3541666898871931
154.0,0.9981833484987339,0.9999988547883735,154.00717,1.4335475545303684,0.9998195742068904,1.0000004314522175,154.00000000000105,1.3674645033784383
155.0,0.9943269501227308,0.9999888020606593,155.02465,1.4463963417749641,0.9998494650157567,1.0000005473152251,154.99999999999872,1.3808055619818285
156.0,0.9978375788493796,0.9999983769674704,156.02679,1.455387335350971,0.9998747137307554,1.0000006868179971,156.00000000000082,1.394189725969902
157.0,0.9973766815219322,0.9999976106071542,157.01265,1.472531825632302,0.9998959934507916,1.0000008547687393,156.9999999999995,1.4076168569607217
158.0,0.995592093837072,0.9999932455798166,158.01621,1.480225400369822,0.9999138894135926,1.0000010565450963,158.0000000000015,1.4210868178968017
159.0,0.9973766815219322,0.9999976106071542,159.02165,1.498853320875662,0.9999289092577952,1.0000012981808868,159.00000000000003,1.4345994730237432
160.0,0.9938384415742763,0.9999867860272381,160.01658,1.5090079865925163,0.9999414923308924,1.0000015864495169,160.00000000000153,1.4481546878700702
161.0,0.9985868511898023,0.9999993072177306,161.02265,1.5161190512291576,0.9999516106926211,1.0000000005309242,161.00000000000156,1.4617523292268297
162.0,0.9997691872579848,0.9999999815335034,162.02668,1.5362578486699425,0.9999608137450265,1.0000000815250285,161.99999999999918,1.4753922651281481
163.0,0.9986156771294594,0.9999993352060231,163.0199,1.5412086133940466,0.9999681609387786,1.000002811573479,163.0000000000011,1.4890743648320746
164.0,0.9967143994696761,0.9999962501438009,164.02282,1.5608008353406273,0.9999743019682613,1.0000001329354171,163.99999999999827,1.5027984988014622
165.0,0.9971462880624721,0.9999971720273331,165.00927,1.571300119996177,0.9999794451620425,1.000000168052779,165.00000000000114,1.5165645386860553
166.0,0.9948156241402771,0.9999906513159418,166.01978,1.5859914096866983,0.999982432750991,1.000000006065736,165.99999999999935,1.530372357303925
167.0,0.9916852292691309,0.9999759007993111,167.01857,1.6030487064028964,0.9999874301004072,1.0000002639801349,166.99999999999852,1.5442218286243519
168.0,0.992861920436672,0.9999822536240759,168.0235,1.6154899411633612,0.9999905596609758,1.0000066912280408,167.9999999999993,1.5581128277502787
169.0,0.9968583479687314,0.9999965718653285,169.01743,1.627097475598804,0.9999932741989718,1.0000004060289582,169.0000000000012,1.5720452309014687
170.0,0.9980968983169893,0.9999987431237155,170.01928,1.6464168006917328,0.9999956748395241,1.0000004998493788,170.00000000000117,1.5860189153979383
171.0,0.9941545164522998,0.9999881095633457,171.02511,1.6535294033974721,0.9999978506721608,1.0000006124531633,170.99999999999974,1.600033759643836
172.0,0.9975495007651779,0.9999979153046619,172.01907,1.6638528586085972,0.9999952132715191,1.0000000308326014,172.00000000000108,1.6140896431115745
173.0,0.9968007668455594,0.9999964449079601,173.02227,1.6881273788135773,0.9999961829522581,1.0000000394851094,172.99999999999892,1.6281864463260804
174.0,0.9991058062460777,0.9999997227139955,174.02475,1.6993461794172486,0.9999969658781661,1.0000000016067587,174.00000000000176,1.6423240508499173
175.0,0.9979816394656944,0.9999985861583981,175.02656,1.7109162943873089,0.9999975968311704,1.0000000636920348,174.99999999999957,1.6565023392678868
176.0,0.9958797812913416,0.999994099657778,176.01177,1.7236680269413829,0.9999981045985094,1.0000000802542701,176.0000000000002,1.6707211951729137
177.0,0.9922017072129125,0.9999788093029486,177.02403,1.738232596374835,0.9999985129681703,1.0000001006113108,177.000000000002,1.684980503151326
178.0,0.9995961019316422,0.9999999434463537,178.02418,1.757007492186644,1.0000019764871788,1.000002249967389,178.000000000002,1.6992801487689124
179.0,0.9987886448636132,0.9999994910171297,179.01742,1.770964862327878,0.999999106638571,1.0000001558258178,179.0000000000018,1.713620018557232
180.0,0.9940970431417636,0.9999878741142085,180.02261,1.7759219543380844,0.9999993215472432,1.0000001925620943,180.00000000000125,1.728000000000018
181.0,0.9963402005762746,0.9999953461493329,181.01981,1.7902953845385403,0.9999994974095913,1.0000002368827874,181.0000000000016,1.7424199815199781
182.0,0.9999711463877172,0.999999999711461,182.02213,1.8098343192403,0.9999996434815659,1.000000014161123,182.0000000000016,1.7568798524657516
183.0,0.9974918920505238,0.9999978160471452,183.02881,1.8254752761678257,0.999999767544791,1.0000003538059241,183.000000000002,1.7713795030992376
184.0,0.9986445036450883,0.9999993626172371,184.01537,1.8320845403801649,0.9999998762254835,1.0000004296706788,183.99999999999787,1.7859188245829902
185.0,0.9940108374687139,0.9999875166123446,185.02282,1.852490012820582,0.9999999752662373,1.000000519686309,185.00000000000102,1.800497708968288
186.0,0.9949306303216036,0.9999910621972254,186.03116,1.8643789996671813,1.0000000697586215,1.0000006260782346,185.9999999999992,1.8151160491825193
187.0,0.9982986234666058,0.9999989955954794,187.02861,1.8777197522260876,1.0000001359682227,1.0000000460757352,187.00000000000128,1.829773739018043
188.0,0.9976647250961205,0.9999981068947392,188.02683,1.8947374887039103,1.0000002633847869,1.000000898314671,188.0000000000005,1.8444706731200766
189.0,0.9930629148798954,0.999983241300975,189.01321,1.900582935812063,1.0000003711222076,1.0000010701076292,188.99999999999972,1.8592067469757054
190.0,0.9945856392775406,0.9999898018532655,190.02678,1.9260848453793515,1.000000491806432,1.0000012702263807,189.9999999999983,1.8739818569025435
191.0,0.9996826419991048,0.9999999650867798,191.02719,1.938290665483379,1.0000000790500536,1.0000001087594657,191.0000000000004,1.888795900037911
192.0,0.9963977633198049,0.9999954915733011,192.02399,1.9513468374176846,1.0000000794193806,1.0000001333601836,191.99999999999858,1.9036487743278487
193.0,0.9991346425567464,0.999999740314877,193.022,1.9612893718164082,1.0000000847633637,1.0000001628565602,192.99999999999957,1.9185403785169537
194.0,0.9932352181215774,0.9999840653746072,194.03555,1.9778337133085784,1.0000011959648627,1.0000024379363937,194.00000000000153,1.933470612137689
